valid_time,latitude,longitude,max_temperature,mean_temperature,#VALUE!
01-07-20,19.05,72.8,302.28662,300.88876,27.73876
02-07-20,18.8,72.8,301.30338,300.43582,27.28582
02-07-20,19.05,72.8,301.97714,300.72455,27.57455
03-07-20,18.8,72.8,300.9979,300.43167,27.28167
03-07-20,19.05,72.8,301.35492,300.68262,27.53262
04-07-20,18.8,72.8,301.54736,300.6207,27.4707
04-07-20,19.05,72.8,301.50992,300.72855,27.57855
05-07-20,18.8,72.8,301.7141,300.6656,27.5156
05-07-20,19.05,72.8,301.80716,300.80066,27.65066
06-07-20,18.8,72.8,300.95663,300.50653,27.35653
06-07-20,19.05,72.8,301.1745,300.64984,27.49984
07-07-20,18.8,72.8,301.28024,300.58517,27.43517
07-07-20,19.05,72.8,301.46588,300.75583,27.60583
08-07-20,18.8,72.8,300.84454,300.21262,27.06262
08-07-20,19.05,72.8,301.16354,300.42947,27.27947
09-07-20,18.8,72.8,300.4085,299.9949,26.8449
09-07-20,19.05,72.8,300.92828,300.20975,27.05975
10-07-20,18.8,72.8,300.37115,300.00394,26.85394
10-07-20,19.05,72.8,300.74973,300.2637,27.1137
11-07-20,18.8,72.8,300.9466,299.94162,26.79162
11-07-20,19.05,72.8,301.26108,300.1302,26.9802
12-07-20,18.8,72.8,300.42206,299.97366,26.82366
12-07-20,19.05,72.8,300.72192,300.17426,27.02426
13-07-20,18.8,72.8,300.52692,299.9795,26.8295
13-07-20,19.05,72.8,301.0625,300.216,27.066
14-07-20,18.8,72.8,300.52722,300.0002,26.8502
14-07-20,19.05,72.8,301.22046,300.21713,27.06713
15-07-20,18.8,72.8,300.16965,299.9428,26.7928
15-07-20,19.05,72.8,300.58685,300.17233,27.02233
16-07-20,18.8,72.8,300.46964,299.90665,26.75665
16-07-20,19.05,72.8,300.64532,300.10043,26.95043
17-07-20,18.8,72.8,300.48404,300.17163,27.02163
17-07-20,19.05,72.8,300.88235,300.37332,27.22332
18-07-20,18.8,72.8,300.98352,300.18225,27.03225
18-07-20,19.05,72.8,301.2774,300.38412,27.23412
19-07-20,18.8,72.8,301.2599,300.36682,27.21682
19-07-20,19.05,72.8,301.68805,300.63297,27.48297
20-07-20,18.8,72.8,301.79248,300.81732,27.66732
20-07-20,19.05,72.8,302.32986,301.1356,27.9856
21-07-20,18.8,72.8,301.33093,300.5477,27.3977
21-07-20,19.05,72.8,301.8636,300.795,27.645
22-07-20,18.8,72.8,301.26123,300.7347,27.5847
22-07-20,19.05,72.8,301.63254,300.94833,27.79833
23-07-20,18.8,72.8,301.23224,300.57468,27.42468
23-07-20,19.05,72.8,301.77783,300.8123,27.6623
24-07-20,18.8,72.8,300.84143,300.23727,27.08727
24-07-20,19.05,72.8,301.04602,300.34515,27.19515
25-07-20,18.8,72.8,301.08743,300.25708,27.10708
25-07-20,19.05,72.8,301.38864,300.36557,27.21557
26-07-20,18.8,72.8,301.26544,300.2902,27.1402
26-07-20,19.05,72.8,301.5666,300.47452,27.32452
27-07-20,18.8,72.8,301.8871,300.60794,27.45794
27-07-20,19.05,72.8,302.247,300.82462,27.67462
28-07-20,18.8,72.8,301.24258,300.2906,27.1406
28-07-20,19.05,72.8,301.53552,300.4957,27.3457
29-07-20,18.8,72.8,300.73776,300.03955,26.88955
29-07-20,19.05,72.8,300.94812,300.2499,27.0999
30-07-20,18.8,72.8,300.93634,299.95972,26.80972
30-07-20,19.05,72.8,301.42517,300.21295,27.06295
31-07-20,18.8,72.8,300.925,300.3062,27.1562
31-07-20,19.05,72.8,301.37,300.5493,27.3993
01-08-20,18.8,72.8,301.2417,300.43918,27.28918
01-08-20,19.05,72.8,301.52026,300.67572,27.52572
02-08-20,18.8,72.8,301.23846,300.55295,27.40295
02-08-20,19.05,72.8,301.76923,300.81616,27.66616
03-08-20,18.8,72.8,300.54242,300.1619,27.0119
03-08-20,19.05,72.8,300.95743,300.40417,27.25417
04-08-20,18.8,72.8,301.11176,300.3284,27.1784
04-08-20,19.05,72.8,301.00696,300.38858,27.23858
05-08-20,18.8,72.8,301.23138,300.43747,27.28747
05-08-20,19.05,72.8,300.87973,300.3972,27.2472
06-08-20,18.8,72.8,301.8803,300.82404,27.67404
06-08-20,19.05,72.8,302.0117,300.85434,27.70434
07-08-20,18.8,72.8,300.86484,300.4117,27.2617
07-08-20,19.05,72.8,301.10858,300.579,27.429
08-08-20,18.8,72.8,300.99417,300.42282,27.27282
08-08-20,19.05,72.8,301.39798,300.63272,27.48272
09-08-20,18.8,72.8,301.36386,300.36758,27.21758
09-08-20,19.05,72.8,301.6281,300.61044,27.46044
10-08-20,18.8,72.8,300.41797,299.44858,26.29858
10-08-20,19.05,72.8,300.65308,299.7063,26.5563
11-08-20,18.8,72.8,300.67883,299.85605,26.70605
11-08-20,19.05,72.8,301.0182,299.9675,26.8175
12-08-20,18.8,72.8,300.82916,300.1807,27.0307
12-08-20,19.05,72.8,300.93286,300.2836,27.1336
13-08-20,18.8,72.8,300.6836,299.95712,26.80712
13-08-20,19.05,72.8,300.8979,300.11465,26.96465
14-08-20,18.8,72.8,300.0804,299.43954,26.28954
14-08-20,19.05,72.8,300.0542,299.50406,26.35406
15-08-20,18.8,72.8,299.86026,299.47894,26.32894
15-08-20,19.05,72.8,299.95416,299.59836,26.44836
16-08-20,18.8,72.8,300.21277,299.70328,26.55328
16-08-20,19.05,72.8,300.3951,299.8153,26.6653
17-08-20,18.8,72.8,300.2349,299.68558,26.53558
17-08-20,19.05,72.8,300.28036,299.787,26.637
18-08-20,18.8,72.8,299.8675,299.43246,26.28246
18-08-20,19.05,72.8,299.98932,299.61032,26.46032
19-08-20,18.8,72.8,300.37152,299.69098,26.54098
19-08-20,19.05,72.8,300.5751,299.83792,26.68792
20-08-20,18.8,72.8,299.84555,299.54355,26.39355
20-08-20,19.05,72.8,300.23828,299.6441,26.4941
21-08-20,18.8,72.8,299.9476,299.59503,26.44503
21-08-20,19.05,72.8,300.0801,299.68185,26.53185
22-08-20,18.8,72.8,300.15872,299.7124,26.5624
22-08-20,19.05,72.8,300.44318,299.85776,26.70776
23-08-20,18.8,72.8,300.26135,299.55374,26.40374
23-08-20,19.05,72.8,300.42145,299.70673,26.55673
24-08-20,18.8,72.8,299.9681,299.57187,26.42187
24-08-20,19.05,72.8,300.13528,299.71198,26.56198
25-08-20,18.8,72.8,300.8729,300.0022,26.8522
25-08-20,19.05,72.8,301.02753,300.13193,26.98193
26-08-20,18.8,72.8,301.05115,300.40103,27.25103
26-08-20,19.05,72.8,301.30856,300.55362,27.40362
27-08-20,18.8,72.8,300.24887,299.57758,26.42758
27-08-20,19.05,72.8,300.33344,299.6643,26.5143
28-08-20,18.8,72.8,299.8254,299.25113,26.10113
28-08-20,19.05,72.8,299.90915,299.41348,26.26348
29-08-20,18.8,72.8,299.76562,299.3702,26.2202
29-08-20,19.05,72.8,299.83865,299.52115,26.37115
30-08-20,18.8,72.8,299.60904,299.19925,26.04925
30-08-20,19.05,72.8,299.61752,299.2822,26.1322
31-08-20,18.8,72.8,300.04364,299.31454,26.16454
31-08-20,19.05,72.8,300.2232,299.4352,26.2852
01-09-20,18.8,72.8,300.2912,299.5012,26.3512
01-09-20,19.05,72.8,300.60483,299.69815,26.54815
02-09-20,18.8,72.8,301.04242,300.10434,26.95434
02-09-20,19.05,72.8,301.47577,300.30878,27.15878
03-09-20,18.8,72.8,301.51166,300.75247,27.60247
03-09-20,19.05,72.8,302.2061,301.00845,27.85845
04-09-20,18.8,72.8,302.1322,301.13843,27.98843
04-09-20,19.05,72.8,302.76535,301.4035,28.2535
05-09-20,18.8,72.8,301.9693,300.95312,27.80312
05-09-20,19.05,72.8,302.56055,301.15585,28.00585
06-09-20,18.8,72.8,301.92554,300.95193,27.80193
06-09-20,19.05,72.8,302.426,301.29608,28.14608
07-09-20,18.8,72.8,301.6624,300.92023,27.77023
07-09-20,19.05,72.8,302.08987,301.23047,28.08047
08-09-20,18.8,72.8,301.5849,300.76962,27.61962
08-09-20,19.05,72.8,302.23764,301.121,27.971
09-09-20,18.8,72.8,302.24924,301.14713,27.99713
09-09-20,19.05,72.8,303.11917,301.5049,28.3549
10-09-20,18.8,72.8,301.4358,300.60666,27.45666
10-09-20,19.05,72.8,301.85233,300.87643,27.72643
11-09-20,18.8,72.8,301.91376,300.39517,27.24517
11-09-20,19.05,72.8,302.42227,300.67432,27.52432
12-09-20,18.8,72.8,302.07547,300.21683,27.06683
12-09-20,19.05,72.8,302.9251,300.50485,27.35485
13-09-20,18.8,72.8,301.57767,300.44797,27.29797
13-09-20,19.05,72.8,301.71356,300.80142,27.65142
14-09-20,18.8,72.8,300.51782,299.68253,26.53253
14-09-20,19.05,72.8,300.68616,299.88107,26.73107
15-09-20,18.8,72.8,300.87628,299.92343,26.77343
15-09-20,19.05,72.8,301.2864,300.1356,26.9856
16-09-20,18.8,72.8,300.9321,299.99484,26.84484
16-09-20,19.05,72.8,301.301,300.28522,27.13522
17-09-20,18.8,72.8,300.49783,299.97208,26.82208
17-09-20,19.05,72.8,300.81573,300.1628,27.0128
18-09-20,18.8,72.8,300.75818,300.2382,27.0882
18-09-20,19.05,72.8,300.91815,300.3617,27.2117
19-09-20,18.8,72.8,301.10657,300.3502,27.2002
19-09-20,19.05,72.8,301.3028,300.58475,27.43475
20-09-20,18.8,72.8,301.28122,300.4459,27.2959
20-09-20,19.05,72.8,301.71906,300.63577,27.48577
21-09-20,18.8,72.8,301.47974,300.72836,27.57836
21-09-20,19.05,72.8,301.92746,300.89377,27.74377
22-09-20,18.8,72.8,300.83548,300.03085,26.88085
22-09-20,19.05,72.8,300.85217,300.1441,26.9941
23-09-20,18.8,72.8,300.25958,299.96182,26.81182
23-09-20,19.05,72.8,300.39548,299.9382,26.7882
24-09-20,18.8,72.8,301.21985,300.45145,27.30145
24-09-20,19.05,72.8,301.48608,300.59073,27.44073
25-09-20,18.8,72.8,301.58865,300.78323,27.63323
25-09-20,19.05,72.8,301.9704,300.87198,27.72198
26-09-20,18.8,72.8,301.3889,300.76056,27.61056
26-09-20,19.05,72.8,301.66232,300.98288,27.83288
27-09-20,18.8,72.8,300.70587,299.8265,26.6765
27-09-20,19.05,72.8,300.96326,300.13672,26.98672
28-09-20,18.8,72.8,300.8409,299.76047,26.61047
28-09-20,19.05,72.8,301.28912,299.97684,26.82684
29-09-20,18.8,72.8,301.03027,300.13223,26.98223
29-09-20,19.05,72.8,301.40668,300.28412,27.13412
30-09-20,18.8,72.8,301.4632,300.1281,26.9781
30-09-20,19.05,72.8,301.77972,300.37875,27.22875
01-10-20,18.8,72.8,301.53464,300.40363,27.25363
01-10-20,19.05,72.8,301.85712,300.63986,27.48986
02-10-20,18.8,72.8,301.81158,300.9966,27.8466
02-10-20,19.05,72.8,302.14978,301.11365,27.96365
03-10-20,18.8,72.8,301.7092,300.84177,27.69177
03-10-20,19.05,72.8,302.26282,301.1505,28.0005
04-10-20,18.8,72.8,300.61118,299.9941,26.8441
04-10-20,19.05,72.8,301.03818,300.32874,27.17874
05-10-20,18.8,72.8,301.05246,300.15714,27.00714
05-10-20,19.05,72.8,301.47824,300.46643,27.31643
06-10-20,18.8,72.8,301.8283,300.78143,27.63143
06-10-20,19.05,72.8,302.3767,300.9996,27.8496
07-10-20,18.8,72.8,302.3683,301.23422,28.08422
07-10-20,19.05,72.8,303.02588,301.54398,28.39398
08-10-20,18.8,72.8,302.87048,301.8857,28.7357
08-10-20,19.05,72.8,303.54993,302.12296,28.97296
09-10-20,18.8,72.8,303.21057,302.11914,28.96914
09-10-20,19.05,72.8,303.99216,302.34323,29.19323
10-10-20,18.8,72.8,302.43573,301.72116,28.57116
10-10-20,19.05,72.8,302.85162,301.9552,28.8052
11-10-20,18.8,72.8,301.51627,300.9973,27.8473
11-10-20,19.05,72.8,302.00186,301.27402,28.12402
12-10-20,18.8,72.8,301.7692,300.31534,27.16534
12-10-20,19.05,72.8,302.36383,300.61453,27.46453
13-10-20,18.8,72.8,302.6217,301.32587,28.17587
13-10-20,19.05,72.8,303.188,301.48914,28.33914
14-10-20,18.8,72.8,301.93054,301.2313,28.0813
14-10-20,19.05,72.8,302.22952,301.33023,28.18023
15-10-20,18.8,72.8,301.8934,301.15762,28.00762
15-10-20,19.05,72.8,302.33905,301.475,28.325
16-10-20,18.8,72.8,302.2867,301.39218,28.24218
16-10-20,19.05,72.8,303.2226,301.80072,28.65072
17-10-20,18.8,72.8,301.901,300.9789,27.8289
17-10-20,19.05,72.8,302.2599,301.2713,28.1213
18-10-20,18.8,72.8,301.24445,300.63757,27.48757
18-10-20,19.05,72.8,301.50705,300.88165,27.73165
19-10-20,18.8,72.8,301.13617,300.647,27.497
19-10-20,19.05,72.8,301.75873,300.98434,27.83434
20-10-20,18.8,72.8,301.48068,300.75494,27.60494
20-10-20,19.05,72.8,302.15973,300.99155,27.84155
21-10-20,18.8,72.8,301.70734,300.56335,27.41335
21-10-20,19.05,72.8,302.4933,300.84512,27.69512
22-10-20,18.8,72.8,301.52252,300.414,27.264
22-10-20,19.05,72.8,302.03815,300.67636,27.52636
23-10-20,18.8,72.8,301.67758,300.2317,27.0817
23-10-20,19.05,72.8,301.8841,300.50278,27.35278
24-10-20,18.8,72.8,301.06342,300.3597,27.2097
24-10-20,19.05,72.8,301.54285,300.5629,27.4129
25-10-20,18.8,72.8,301.43832,300.00925,26.85925
25-10-20,19.05,72.8,302.08826,300.41196,27.26196
26-10-20,18.8,72.8,302.167,300.7656,27.6156
26-10-20,19.05,72.8,303.22504,301.16748,28.01748
27-10-20,18.8,72.8,303.59045,301.82736,28.67736
27-10-20,19.05,72.8,304.2887,301.87637,28.72637
28-10-20,18.8,72.8,302.979,301.53928,28.38928
28-10-20,19.05,72.8,303.82672,301.6246,28.4746
29-10-20,18.8,72.8,302.10278,300.89966,27.74966
29-10-20,19.05,72.8,302.66986,300.82516,27.67516
30-10-20,18.8,72.8,302.90646,301.20297,28.05297
30-10-20,19.05,72.8,303.61038,301.156,28.006
31-10-20,18.8,72.8,303.2519,301.52228,28.37228
31-10-20,19.05,72.8,304.04156,301.503,28.353
01-11-20,18.8,72.8,302.78812,301.3673,28.2173
01-11-20,19.05,72.8,303.39853,301.30896,28.15896
02-11-20,18.8,72.8,302.86194,301.22348,28.07348
02-11-20,19.05,72.8,303.57318,301.30307,28.15307
03-11-20,18.8,72.8,303.77045,301.63248,28.48248
03-11-20,19.05,72.8,304.34076,301.6921,28.5421
04-11-20,18.8,72.8,304.06012,301.5754,28.4254
04-11-20,19.05,72.8,304.5309,301.61786,28.46786
05-11-20,18.8,72.8,303.6303,301.31467,28.16467
05-11-20,19.05,72.8,304.1541,301.34378,28.19378
06-11-20,18.8,72.8,303.74292,301.08044,27.93044
06-11-20,19.05,72.8,304.3194,301.14252,27.99252
07-11-20,18.8,72.8,303.51932,300.5967,27.4467
07-11-20,19.05,72.8,303.9556,300.50134,27.35134
08-11-20,18.8,72.8,303.42883,300.9921,27.8421
08-11-20,19.05,72.8,303.85437,300.8954,27.7454
09-11-20,18.8,72.8,303.30823,300.8265,27.6765
09-11-20,19.05,72.8,303.79373,300.78784,27.63784
10-11-20,18.8,72.8,303.03528,300.33035,27.18035
10-11-20,19.05,72.8,303.41168,300.26953,27.11953
11-11-20,18.8,72.8,302.76834,299.77365,26.62365
11-11-20,19.05,72.8,303.2116,299.61972,26.46972
12-11-20,18.8,72.8,302.35553,299.39926,26.24926
12-11-20,19.05,72.8,302.86847,299.2237,26.0737
13-11-20,18.8,72.8,302.3191,300.02982,26.87982
13-11-20,19.05,72.8,303.22388,299.9721,26.8221
14-11-20,18.8,72.8,302.88687,300.83752,27.68752
14-11-20,19.05,72.8,303.39764,300.89066,27.74066
15-11-20,18.8,72.8,302.3725,300.86658,27.71658
15-11-20,19.05,72.8,302.9478,300.97018,27.82018
16-11-20,18.8,72.8,302.9481,301.0775,27.9275
16-11-20,19.05,72.8,303.6923,301.15674,28.00674
17-11-20,18.8,72.8,302.911,301.20282,28.05282
17-11-20,19.05,72.8,303.63483,301.24625,28.09625
18-11-20,18.8,72.8,301.82385,300.80582,27.65582
18-11-20,19.05,72.8,302.38904,300.91318,27.76318
19-11-20,18.8,72.8,302.13022,300.74405,27.59405
19-11-20,19.05,72.8,302.53568,300.7856,27.6356
20-11-20,18.8,72.8,301.7595,300.50452,27.35452
20-11-20,19.05,72.8,302.24768,300.52087,27.37087
21-11-20,18.8,72.8,301.3116,300.1061,26.9561
21-11-20,19.05,72.8,301.89648,300.05142,26.90142
22-11-20,18.8,72.8,301.40018,299.72232,26.57232
22-11-20,19.05,72.8,301.9492,299.67276,26.52276
23-11-20,18.8,72.8,300.8429,299.4454,26.2954
23-11-20,19.05,72.8,301.37817,299.28333,26.13333
24-11-20,18.8,72.8,301.83582,299.67502,26.52502
24-11-20,19.05,72.8,302.35477,299.57678,26.42678
25-11-20,18.8,72.8,301.62958,299.72617,26.57617
25-11-20,19.05,72.8,302.12033,299.92233,26.77233
26-11-20,18.8,72.8,301.5935,299.76993,26.61993
26-11-20,19.05,72.8,302.1646,299.81564,26.66564
27-11-20,18.8,72.8,302.40335,300.3768,27.2268
27-11-20,19.05,72.8,302.78027,300.2853,27.1353
28-11-20,18.8,72.8,301.31403,299.74362,26.59362
28-11-20,19.05,72.8,301.7693,299.78665,26.63665
29-11-20,18.8,72.8,301.823,300.29257,27.14257
29-11-20,19.05,72.8,302.21564,300.38998,27.23998
30-11-20,18.8,72.8,301.57678,299.94592,26.79592
30-11-20,19.05,72.8,302.143,300.0552,26.9052
01-12-20,18.8,72.8,302.29535,300.62527,27.47527
01-12-20,19.05,72.8,302.97476,300.69608,27.54608
02-12-20,18.8,72.8,302.21725,300.5858,27.4358
02-12-20,19.05,72.8,302.54218,300.61374,27.46374
03-12-20,18.8,72.8,302.59042,300.1291,26.9791
03-12-20,19.05,72.8,303.0334,300.03867,26.88867
04-12-20,18.8,72.8,302.38397,299.84186,26.69186
04-12-20,19.05,72.8,302.98874,299.83005,26.68005
05-12-20,18.8,72.8,302.3597,299.84396,26.69396
05-12-20,19.05,72.8,303.09494,299.77383,26.62383
06-12-20,18.8,72.8,302.61603,299.84067,26.69067
06-12-20,19.05,72.8,302.9235,299.6237,26.4737
07-12-20,18.8,72.8,302.60907,299.8577,26.7077
07-12-20,19.05,72.8,302.9025,299.5956,26.4456
08-12-20,18.8,72.8,301.94577,299.54733,26.39733
08-12-20,19.05,72.8,302.7036,299.35855,26.20855
09-12-20,18.8,72.8,302.08728,300.0698,26.9198
09-12-20,19.05,72.8,302.39877,299.86578,26.71578
10-12-20,18.8,72.8,301.41486,300.12344,26.97344
10-12-20,19.05,72.8,301.94098,300.13623,26.98623
11-12-20,18.8,72.8,299.73297,299.20032,26.05032
11-12-20,19.05,72.8,300.0656,299.07617,25.92617
12-12-20,18.8,72.8,300.20483,298.8697,25.7197
12-12-20,19.05,72.8,300.42053,298.70667,25.55667
13-12-20,18.8,72.8,299.4377,298.5648,25.4148
13-12-20,19.05,72.8,299.41058,298.34543,25.19543
14-12-20,18.8,72.8,299.63446,298.2825,25.1325
14-12-20,19.05,72.8,299.78043,298.10254,24.95254
15-12-20,18.8,72.8,300.3575,298.4471,25.2971
15-12-20,19.05,72.8,300.74316,298.35196,25.20196
16-12-20,18.8,72.8,300.32764,298.56738,25.41738
16-12-20,19.05,72.8,300.80606,298.41705,25.26705
17-12-20,18.8,72.8,301.08145,298.96942,25.81942
17-12-20,19.05,72.8,301.4166,298.83347,25.68347
18-12-20,18.8,72.8,301.15555,298.99734,25.84734
18-12-20,19.05,72.8,301.47244,298.84854,25.69854
19-12-20,18.8,72.8,301.90802,299.29013,26.14013
19-12-20,19.05,72.8,302.11472,299.1509,26.0009
20-12-20,18.8,72.8,301.77734,298.97607,25.82607
20-12-20,19.05,72.8,302.13852,298.79526,25.64526
21-12-20,18.8,72.8,301.84808,298.5897,25.4397
21-12-20,19.05,72.8,302.32623,298.42667,25.27667
22-12-20,18.8,72.8,301.37067,298.2465,25.0965
22-12-20,19.05,72.8,301.87732,298.05423,24.90423
23-12-20,18.8,72.8,300.3674,297.93784,24.78784
23-12-20,19.05,72.8,300.8287,297.7955,24.6455
24-12-20,18.8,72.8,300.48465,298.04553,24.89553
24-12-20,19.05,72.8,300.95636,297.85495,24.70495
25-12-20,18.8,72.8,301.12482,298.72855,25.57855
25-12-20,19.05,72.8,301.66055,298.6004,25.4504
26-12-20,18.8,72.8,300.94867,299.02084,25.87084
26-12-20,19.05,72.8,301.4005,298.90417,25.75417
27-12-20,18.8,72.8,300.5905,298.95096,25.80096
27-12-20,19.05,72.8,301.03412,298.83585,25.68585
28-12-20,18.8,72.8,299.23663,297.36942,24.21942
28-12-20,19.05,72.8,299.62738,297.15756,24.00756
29-12-20,18.8,72.8,298.63593,296.69043,23.54043
29-12-20,19.05,72.8,299.1869,296.4491,23.2991
30-12-20,18.8,72.8,299.17847,297.07205,23.92205
30-12-20,19.05,72.8,299.79175,296.84286,23.69286
31-12-20,18.8,72.8,301.40393,298.3978,25.2478
31-12-20,19.05,72.8,301.74673,298.11102,24.96102
