,valid_time,latitude,longitude,max_temperature,mean_temperature,max_precipitation,mean_precipitation,mslp,month,heatwave_label
0,01-01-24,18.8,72.8,300.28345,298.79312,0,0,101279.91,1,0
1,01-01-24,19.05,72.8,300.91122,298.72922,0,0,101281.37,1,0
24,02-01-24,18.8,72.8,300.1916,298.49875,0,0,101224.32,1,0
25,02-01-24,19.05,72.8,300.74103,298.4006,0,0,101227.85,1,0
48,03-01-24,18.8,72.8,299.84067,298.13846,0,0,101160.195,1,0
49,03-01-24,19.05,72.8,300.2464,297.95554,0,0,101165.26,1,0
72,04-01-24,18.8,72.8,298.9578,297.49515,0,0,101200.57,1,0
73,04-01-24,19.05,72.8,299.37543,297.34164,0,0,101203.43,1,0
96,05-01-24,18.8,72.8,299.0781,297.35242,0,0,101210.24,1,0
97,05-01-24,19.05,72.8,299.59827,297.2723,0,0,101212.57,1,0
120,06-01-24,18.8,72.8,300.4831,298.2595,0,0,101211.73,1,0
121,06-01-24,19.05,72.8,300.85468,298.1513,0,0,101217.97,1,0
144,07-01-24,18.8,72.8,299.89746,298.60324,0,0,101217.69,1,0
145,07-01-24,19.05,72.8,300.3091,298.5051,0,0,101218.305,1,0
168,08-01-24,18.8,72.8,301.25287,299.44943,1.37E-05,8.35E-07,101211.37,1,0
169,08-01-24,19.05,72.8,301.69086,299.4279,2.29E-06,1.59E-07,101215.21,1,0
192,09-01-24,18.8,72.8,299.52698,298.95828,0.000179677,4.42E-05,101285.43,1,0
193,09-01-24,19.05,72.8,299.95996,298.85513,0.000186907,2.74E-05,101282.81,1,0
216,10-01-24,18.8,72.8,300.86575,299.24658,7.76E-05,1.32E-05,101303.32,1,0
217,10-01-24,19.05,72.8,301.3096,299.24686,8.01E-05,1.15E-05,101307.22,1,0
240,11-01-24,18.8,72.8,301.6171,299.712,2.08E-05,1.11E-06,101316.74,1,0
241,11-01-24,19.05,72.8,302.24188,299.76593,7.72E-06,3.86E-07,101323.23,1,0
264,12-01-24,18.8,72.8,302.24097,300.11755,0,0,101247.81,1,0
265,12-01-24,19.05,72.8,302.87125,300.1791,0,0,101254.44,1,0
288,13-01-24,18.8,72.8,301.79803,299.97473,0,0,101350.22,1,0
289,13-01-24,19.05,72.8,302.53693,300.10394,0,0,101351.35,1,0
312,14-01-24,18.8,72.8,301.14093,299.7385,0,0,101417.97,1,0
313,14-01-24,19.05,72.8,301.7415,299.79288,0,0,101426.88,1,0
336,15-01-24,18.8,72.8,300.26837,298.6218,0,0,101405.06,1,0
337,15-01-24,19.05,72.8,300.65198,298.4573,0,0,101409.555,1,0
360,16-01-24,18.8,72.8,298.87057,297.26022,0,0,101223.695,1,0
361,16-01-24,19.05,72.8,299.50067,297.22403,0,0,101222.9,1,0
384,17-01-24,18.8,72.8,298.07574,296.9744,0,0,101154.1,1,0
385,17-01-24,19.05,72.8,298.62726,296.8956,0,0,101152.23,1,0
408,18-01-24,18.8,72.8,297.7489,296.6658,2.58E-06,1.43E-07,101296.85,1,0
409,18-01-24,19.05,72.8,298.1974,296.65338,0,0,101295.54,1,0
432,19-01-24,18.8,72.8,297.9648,296.7665,0,0,101288.97,1,0
433,19-01-24,19.05,72.8,298.40244,296.70752,0,0,101285.81,1,0
456,20-01-24,18.8,72.8,298.63556,297.28052,0,0,101391.805,1,0
457,20-01-24,19.05,72.8,299.13196,297.18613,1.91E-07,1.19E-08,101391.72,1,0
480,21-01-24,18.8,72.8,299.83438,297.5101,0,0,101367.73,1,0
481,21-01-24,19.05,72.8,300.2844,297.4896,0,0,101370.29,1,0
504,22-01-24,18.8,72.8,298.53143,297.4148,0,0,101427.695,1,0
505,22-01-24,19.05,72.8,298.9218,297.46664,0,0,101426.59,1,0
528,23-01-24,18.8,72.8,299.46518,297.4127,0,0,101466.15,1,0
529,23-01-24,19.05,72.8,299.87216,297.33267,0,0,101471.23,1,0
552,24-01-24,18.8,72.8,299.82544,297.2696,0,0,101398.27,1,0
553,24-01-24,19.05,72.8,300.23883,297.21674,0,0,101408.664,1,0
576,25-01-24,18.8,72.8,299.58148,297.2189,0,0,101476.25,1,0
577,25-01-24,19.05,72.8,300.48322,297.0687,0,0,101485.69,1,0
600,26-01-24,18.8,72.8,300.02948,297.64432,0,0,101588.01,1,0
601,26-01-24,19.05,72.8,300.92706,297.53824,0,0,101594.88,1,0
624,27-01-24,18.8,72.8,300.38525,298.32544,0,0,101592.15,1,0
625,27-01-24,19.05,72.8,301.2766,298.15463,0,0,101600.43,1,0
648,28-01-24,18.8,72.8,300.28647,298.41977,0,0,101555.77,1,0
649,28-01-24,19.05,72.8,300.833,298.22537,0,0,101562.164,1,0
672,29-01-24,18.8,72.8,299.97534,298.27817,0,0,101550.15,1,0
673,29-01-24,19.05,72.8,300.55728,298.18585,0,0,101555.375,1,0
696,30-01-24,18.8,72.8,299.685,297.90298,0,0,101459.48,1,0
697,30-01-24,19.05,72.8,300.32196,297.7166,0,0,101462.49,1,0
718,31-01-24,18.8,72.8,298.6007,297.29657,0,0,101456.62,1,0
719,31-01-24,19.05,72.8,299.24573,297.1038,0,0,101452.445,1,0
2,01-02-24,18.8,72.8,298.07544,296.97256,3.11E-05,3.70E-06,101541.23,2,0
3,01-02-24,19.05,72.8,298.61383,296.9688,1.68E-05,1.91E-06,101537.69,2,0
26,02-02-24,18.8,72.8,299.16095,297.24063,0,0,101537.21,2,0
27,02-02-24,19.05,72.8,299.80566,297.3367,0,0,101541.73,2,0
50,03-02-24,18.8,72.8,300.87143,298.4537,0,0,101444.81,2,0
51,03-02-24,19.05,72.8,301.9573,298.54953,0,0,101451.62,2,0
74,04-02-24,18.8,72.8,300.66522,298.83218,0,0,101525.086,2,0
75,04-02-24,19.05,72.8,301.81296,298.96423,0,0,101524.055,2,0
98,05-02-24,18.8,72.8,300.18607,298.80087,0,0,101579.25,2,0
99,05-02-24,19.05,72.8,300.87708,298.83505,0,0,101579.99,2,0
122,06-02-24,18.8,72.8,300.30063,298.65262,0,0,101553.82,2,0
123,06-02-24,19.05,72.8,301.0091,298.61606,0,0,101557.625,2,0
146,07-02-24,18.8,72.8,300.58557,298.73904,0,0,101606.72,2,0
147,07-02-24,19.05,72.8,301.26416,298.77084,0,0,101613.69,2,0
170,08-02-24,18.8,72.8,300.55762,298.6765,0,0,101518.84,2,0
171,08-02-24,19.05,72.8,301.12784,298.71964,0,0,101530,2,0
194,09-02-24,18.8,72.8,300.013,298.07483,0,0,101474.6,2,0
195,09-02-24,19.05,72.8,300.65546,298.0737,0,0,101478.53,2,0
218,10-02-24,18.8,72.8,300.03497,298.1565,0,0,101576.34,2,0
219,10-02-24,19.05,72.8,300.5899,298.1201,0,0,101580.87,2,0
242,11-02-24,18.8,72.8,299.8878,297.89038,0,0,101602.73,2,0
243,11-02-24,19.05,72.8,300.42545,297.81168,0,0,101607.43,2,0
266,12-02-24,18.8,72.8,299.92157,297.79147,0,0,101541.16,2,0
267,12-02-24,19.05,72.8,300.5236,297.7297,0,0,101544.26,2,0
290,13-02-24,18.8,72.8,300.06866,297.87247,0,0,101514.62,2,0
291,13-02-24,19.05,72.8,300.62524,297.81766,0,0,101519.85,2,0
314,14-02-24,18.8,72.8,300.38947,298.3418,0,0,101464.055,2,0
315,14-02-24,19.05,72.8,300.85138,298.3057,0,0,101476.445,2,0
338,15-02-24,18.8,72.8,300.07123,298.20114,0,0,101356.1,2,0
339,15-02-24,19.05,72.8,300.7207,298.2682,0,0,101361.555,2,0
362,16-02-24,18.8,72.8,299.93164,298.55954,0,0,101338.04,2,0
363,16-02-24,19.05,72.8,300.48407,298.6801,0,0,101334.73,2,0
386,17-02-24,18.8,72.8,300.18765,298.84067,0,0,101262.31,2,0
387,17-02-24,19.05,72.8,300.84485,298.94205,0,0,101259.06,2,0
410,18-02-24,18.8,72.8,300.75317,298.85562,0,0,101165.125,2,0
411,18-02-24,19.05,72.8,301.66504,299.0913,0,0,101160.26,2,0
434,19-02-24,18.8,72.8,300.513,298.82443,0,0,101232.97,2,0
435,19-02-24,19.05,72.8,301.24503,298.94272,0,0,101230.87,2,0
458,20-02-24,18.8,72.8,300.61462,298.67017,0,0,101317.77,2,0
459,20-02-24,19.05,72.8,301.25787,298.7019,0,0,101318.65,2,0
482,21-02-24,18.8,72.8,298.94598,297.85904,4.39E-06,3.62E-07,101317.414,2,0
483,21-02-24,19.05,72.8,299.38666,297.90842,1.91E-06,2.62E-07,101314.51,2,0
506,22-02-24,18.8,72.8,298.89526,297.76346,6.39E-06,7.31E-07,101358.46,2,0
507,22-02-24,19.05,72.8,299.2871,297.80765,1.26E-05,1.16E-06,101359.48,2,0
530,23-02-24,18.8,72.8,299.38318,297.7216,2.86E-07,2.38E-08,101327.94,2,0
531,23-02-24,19.05,72.8,300.1642,297.85886,0,0,101329.03,2,0
554,24-02-24,18.8,72.8,300.9273,298.38797,0,0,101244.65,2,0
555,24-02-24,19.05,72.8,301.4239,298.3959,0,0,101252.56,2,0
578,25-02-24,18.8,72.8,301.08362,298.3644,0,0,101100.18,2,0
579,25-02-24,19.05,72.8,301.6491,298.43387,0,0,101106.65,2,0
602,26-02-24,18.8,72.8,300.96365,298.79984,0,0,101022.49,2,0
603,26-02-24,19.05,72.8,301.61478,298.92172,0,0,101019.65,2,0
626,27-02-24,18.8,72.8,300.55786,299.10196,0,0,101202.27,2,0
627,27-02-24,19.05,72.8,301.2431,299.28867,0,0,101200.125,2,0
650,28-02-24,18.8,72.8,301.4501,299.72058,0,0,101133.49,2,0
651,28-02-24,19.05,72.8,302.28976,299.93887,0,0,101133.75,2,0
674,29-02-24,18.8,72.8,301.41306,299.90714,0,0,101092.99,2,0
675,29-02-24,19.05,72.8,302.52783,300.20316,0,0,101093.71,2,0
4,01-03-24,18.8,72.8,300.19815,299.41925,0,0,101223.4,3,0
5,01-03-24,19.05,72.8,300.85364,299.5681,0,0,101217.836,3,0
28,02-03-24,18.8,72.8,299.56326,298.64584,3.81E-07,1.99E-08,101285.9,3,0
29,02-03-24,19.05,72.8,300.02652,298.72867,3.81E-07,3.18E-08,101280.375,3,0
52,03-03-24,18.8,72.8,298.72888,297.88968,0.000153547,2.20E-05,101345.445,3,0
53,03-03-24,19.05,72.8,298.76273,297.95206,0.000198213,2.76E-05,101344.78,3,0
76,04-03-24,18.8,72.8,298.89795,296.88425,0,0,101383.75,3,0
77,04-03-24,19.05,72.8,299.6368,297.01468,0,0,101384.73,3,0
100,05-03-24,18.8,72.8,299.66544,297.91708,0,0,101316.78,3,0
101,05-03-24,19.05,72.8,300.3839,297.92163,0,0,101317.21,3,0
124,06-03-24,18.8,72.8,300.0633,298.58804,0,0,101299.02,3,0
125,06-03-24,19.05,72.8,300.8363,298.6493,0,0,101298.63,3,0
148,07-03-24,18.8,72.8,300.68524,298.7873,0,0,101230.78,3,0
149,07-03-24,19.05,72.8,301.37347,298.9219,0,0,101231.99,3,0
172,08-03-24,18.8,72.8,301.5275,299.96667,0,0,101224.086,3,0
173,08-03-24,19.05,72.8,302.35455,300.07468,0,0,101231.84,3,0
196,09-03-24,18.8,72.8,301.61548,299.85178,0,0,101211.4,3,0
197,09-03-24,19.05,72.8,302.37457,299.91782,0,0,101218.72,3,0
220,10-03-24,18.8,72.8,301.09192,299.45132,0,0,101309.85,3,0
221,10-03-24,19.05,72.8,301.7823,299.51678,0,0,101312.22,3,0
244,11-03-24,18.8,72.8,301.21176,299.62296,0,0,101438.43,3,0
245,11-03-24,19.05,72.8,302.05768,299.74124,0,0,101440.34,3,0
268,12-03-24,18.8,72.8,301.10992,299.6858,0,0,101363.79,3,0
269,12-03-24,19.05,72.8,302.043,299.85147,0,0,101363.75,3,0
292,13-03-24,18.8,72.8,300.19812,298.92886,0,0,101326.18,3,0
293,13-03-24,19.05,72.8,300.98322,299.09027,0,0,101323.664,3,0
316,14-03-24,18.8,72.8,299.557,298.1478,5.72E-07,3.97E-08,101370.21,3,0
317,14-03-24,19.05,72.8,300.36633,298.2662,1.33E-06,7.55E-08,101368.81,3,0
340,15-03-24,18.8,72.8,299.21106,297.8926,0,0,101278.41,3,0
341,15-03-24,19.05,72.8,299.96222,298.0158,0,0,101273.84,3,0
364,16-03-24,18.8,72.8,299.67596,298.1648,0,0,101250.71,3,0
365,16-03-24,19.05,72.8,300.5113,298.30246,0,0,101245.99,3,0
388,17-03-24,18.8,72.8,300.21152,298.4844,9.53E-08,3.97E-09,101244.87,3,0
389,17-03-24,19.05,72.8,301.02173,298.55225,3.81E-07,2.78E-08,101240.06,3,0
412,18-03-24,18.8,72.8,299.49066,298.5208,2.19E-06,3.02E-07,101243.62,3,0
413,18-03-24,19.05,72.8,300.18518,298.6008,3.05E-06,3.50E-07,101236.73,3,0
436,19-03-24,18.8,72.8,300.81543,299.08072,9.34E-06,9.30E-07,101209.57,3,0
437,19-03-24,19.05,72.8,301.69012,299.2592,1.77E-05,1.23E-06,101209.62,3,0
460,20-03-24,18.8,72.8,303.02753,300.71808,0,0,101102.59,3,0
461,20-03-24,19.05,72.8,303.81055,300.99997,0,0,101103.41,3,0
484,21-03-24,18.8,72.8,303.76797,300.99435,0,0,100964.68,3,0
485,21-03-24,19.05,72.8,304.78427,301.26297,0,0,100963.48,3,1
508,22-03-24,18.8,72.8,300.96417,299.90372,0,0,100939.98,3,0
509,22-03-24,19.05,72.8,301.25314,299.97388,0,0,100934.59,3,0
532,23-03-24,18.8,72.8,300.71674,299.37985,0,0,100945.72,3,0
533,23-03-24,19.05,72.8,301.44992,299.57578,9.53E-07,5.56E-08,100938.94,3,0
556,24-03-24,18.8,72.8,300.7956,299.69495,0,0,101098.4,3,0
557,24-03-24,19.05,72.8,301.71127,299.96127,0,0,101092.85,3,0
580,25-03-24,18.8,72.8,301.27136,300.09515,0,0,101134.9,3,0
581,25-03-24,19.05,72.8,302.2406,300.37045,0,0,101128.98,3,0
604,26-03-24,18.8,72.8,301.2095,300.02783,0,0,101093.555,3,0
605,26-03-24,19.05,72.8,302.07013,300.2839,0,0,101084.88,3,0
628,27-03-24,18.8,72.8,300.9255,299.84772,0,0,101252.97,3,0
629,27-03-24,19.05,72.8,301.61566,300.12836,0,0,101241.62,3,0
652,28-03-24,18.8,72.8,301.0495,300.05508,0,0,101151.02,3,0
653,28-03-24,19.05,72.8,301.81586,300.26132,0,0,101141.086,3,0
676,29-03-24,18.8,72.8,301.771,300.46594,0,0,101032.414,3,0
677,29-03-24,19.05,72.8,302.64822,300.78763,0,0,101021.68,3,0
698,30-03-24,18.8,72.8,301.8059,300.73407,0,0,101168.53,3,0
699,30-03-24,19.05,72.8,302.72675,301.07333,0,0,101162.086,3,0
720,31-03-24,18.8,72.8,302.19128,301.06888,0,0,101234.27,3,0
721,31-03-24,19.05,72.8,303.12653,301.35623,0,0,101239.02,3,0
6,01-04-24,18.8,72.8,302.151,300.6727,0,0,101024.805,4,0
7,01-04-24,19.05,72.8,303.22922,300.935,0,0,101022.65,4,0
30,02-04-24,18.8,72.8,301.23196,300.06802,0,0,100885,4,0
31,02-04-24,19.05,72.8,301.77173,300.22287,0,0,100877.29,4,0
54,03-04-24,18.8,72.8,301.18295,299.98428,9.53E-08,3.97E-09,100978.19,4,0
55,03-04-24,19.05,72.8,301.9955,300.20236,3.82E-07,1.59E-08,100971.164,4,0
78,04-04-24,18.8,72.8,301.59827,300.20425,0,0,101025.055,4,0
79,04-04-24,19.05,72.8,302.36426,300.46506,0,0,101022.15,4,0
102,05-04-24,18.8,72.8,302.49023,300.89993,0,0,100956.29,4,0
103,05-04-24,19.05,72.8,303.51404,301.3464,0,0,100950.65,4,0
126,06-04-24,18.8,72.8,303.6446,301.83926,0,0,100824.63,4,0
127,06-04-24,19.05,72.8,304.47763,302.2428,0,0,100825.84,4,1
150,07-04-24,18.8,72.8,302.78577,301.48425,0,0,100810.19,4,0
151,07-04-24,19.05,72.8,303.63837,301.7698,0,0,100806.62,4,0
174,08-04-24,18.8,72.8,301.833,300.5735,0,0,100882.305,4,0
175,08-04-24,19.05,72.8,302.68634,300.79172,0,0,100875.93,4,0
198,09-04-24,18.8,72.8,301.88364,300.44473,0,0,100914.01,4,0
199,09-04-24,19.05,72.8,302.47467,300.5898,1.91E-07,7.94E-09,100905.79,4,0
222,10-04-24,18.8,72.8,301.7079,300.25668,4.48E-06,3.14E-07,100931.09,4,0
223,10-04-24,19.05,72.8,302.13287,300.4357,4.20E-06,3.26E-07,100926.875,4,0
246,11-04-24,18.8,72.8,301.464,300.39316,5.72E-07,3.58E-08,100957.875,4,0
247,11-04-24,19.05,72.8,301.9994,300.61288,0,0,100951.6,4,0
270,12-04-24,18.8,72.8,300.992,300.127,1.34E-06,9.54E-08,100941.97,4,0
271,12-04-24,19.05,72.8,301.61182,300.34418,2.29E-06,1.75E-07,100936.586,4,0
294,13-04-24,18.8,72.8,300.6836,299.82553,3.43E-06,2.38E-07,101024.07,4,0
295,13-04-24,19.05,72.8,301.24664,300.02246,2.29E-06,1.59E-07,101020.055,4,0
318,14-04-24,18.8,72.8,301.41187,300.14386,5.72E-07,4.77E-08,101057.03,4,0
319,14-04-24,19.05,72.8,302.39972,300.45816,1.53E-06,1.43E-07,101054.34,4,0
342,15-04-24,18.8,72.8,303.45645,301.9111,0,0,100979.375,4,0
343,15-04-24,19.05,72.8,304.60526,302.49747,0,0,100971.445,4,1
366,16-04-24,18.8,72.8,305.2928,303.46198,7.02E-05,2.92E-06,100848.055,4,1
367,16-04-24,19.05,72.8,306.6588,304.29767,1.62E-08,6.74E-10,100829.16,4,1
390,17-04-24,18.8,72.8,303.46356,302.57278,0,0,100868.59,4,0
391,17-04-24,19.05,72.8,304.41895,303.02075,0,0,100853.836,4,1
414,18-04-24,18.8,72.8,303.2659,302.33932,2.86E-07,4.77E-08,100841.695,4,0
415,18-04-24,19.05,72.8,304.1363,302.69742,4.77E-07,5.16E-08,100831.15,4,1
438,19-04-24,18.8,72.8,303.36713,302.5765,0,0,100698.65,4,0
439,19-04-24,19.05,72.8,304.47498,303.0356,6.48E-06,7.59E-07,100684.47,4,1
462,20-04-24,18.8,72.8,304.33722,302.9432,4.20E-06,1.75E-07,100720.98,4,1
463,20-04-24,19.05,72.8,305.2002,303.3701,7.63E-06,4.25E-07,100710.336,4,1
486,21-04-24,18.8,72.8,303.39664,302.23483,0,0,100779.875,4,0
487,21-04-24,19.05,72.8,304.21246,302.55185,0,0,100776.555,4,1
510,22-04-24,18.8,72.8,303.00092,301.95132,9.53E-07,3.97E-08,100860.01,4,0
511,22-04-24,19.05,72.8,303.90625,302.29233,1.68E-05,9.53E-07,100854.1,4,0
534,23-04-24,18.8,72.8,302.97464,301.6805,0,0,100751.555,4,0
535,23-04-24,19.05,72.8,303.92224,302.07187,0,0,100746.57,4,0
558,24-04-24,18.8,72.8,302.79587,301.48703,0,0,100655.125,4,0
559,24-04-24,19.05,72.8,303.7834,301.8023,0,0,100646.875,4,0
582,25-04-24,18.8,72.8,303.01907,301.89673,0,0,100707.82,4,0
583,25-04-24,19.05,72.8,303.94104,302.2805,0,0,100701.23,4,0
606,26-04-24,18.8,72.8,303.4555,302.16367,0,0,100687.625,4,0
607,26-04-24,19.05,72.8,304.2558,302.55164,8.96E-06,3.77E-07,100681.78,4,1
630,27-04-24,18.8,72.8,303.3419,302.18155,0,0,100692.41,4,0
631,27-04-24,19.05,72.8,304.3829,302.6848,0,0,100689.32,4,1
654,28-04-24,18.8,72.8,305.15295,303.56454,0,0,100649.35,4,1
655,28-04-24,19.05,72.8,306.20532,304.14417,0,0,100649.47,4,1
678,29-04-24,18.8,72.8,304.98526,303.53952,0,0,100777.65,4,1
679,29-04-24,19.05,72.8,306.1675,304.0638,0,0,100774.5,4,1
700,30-04-24,18.8,72.8,304.46976,303.12997,0,0,100693.65,4,1
701,30-04-24,19.05,72.8,305.52643,303.63858,0,0,100687.88,4,1
8,01-05-24,18.8,72.8,303.05615,302.3444,0,0,100609.336,5,0
9,01-05-24,19.05,72.8,303.93048,302.6805,0,0,100594,5,0
32,02-05-24,18.8,72.8,302.7322,301.58856,0,0,100652.53,5,0
33,02-05-24,19.05,72.8,303.15497,301.8137,0,0,100639.78,5,0
56,03-05-24,18.8,72.8,302.1422,301.0878,0,0,100751.695,5,0
57,03-05-24,19.05,72.8,302.737,301.32852,0,0,100742.68,5,0
80,04-05-24,18.8,72.8,302.54556,301.34424,1.18E-05,1.17E-06,100849.79,5,0
81,04-05-24,19.05,72.8,303.4856,301.72183,1.03E-05,1.04E-06,100837.72,5,0
104,05-05-24,18.8,72.8,303.2578,302.12753,9.53E-08,3.97E-09,100673.91,5,0
105,05-05-24,19.05,72.8,304.01227,302.54694,0,0,100660.49,5,0
128,06-05-24,18.8,72.8,302.59476,301.9609,8.11E-06,1.13E-06,100758.875,5,0
129,06-05-24,19.05,72.8,303.2232,302.28873,6.48E-06,6.28E-07,100746.28,5,0
152,07-05-24,18.8,72.8,302.66733,302.00095,5.05E-06,6.72E-07,100851.63,5,0
153,07-05-24,19.05,72.8,302.94962,302.1897,2.86E-06,3.02E-07,100839.195,5,0
176,08-05-24,18.8,72.8,302.6334,301.78262,3.43E-06,7.91E-07,100820.555,5,0
177,08-05-24,19.05,72.8,303.0586,302.07645,5.91E-06,1.45E-06,100807.96,5,0
200,09-05-24,18.8,72.8,302.60834,301.78964,1.78E-05,2.87E-06,100756.43,5,0
201,09-05-24,19.05,72.8,303.06308,302.05737,1.59E-05,2.43E-06,100747.27,5,0
224,10-05-24,18.8,72.8,302.4801,301.66354,3.05E-06,4.97E-07,100868.82,5,0
225,10-05-24,19.05,72.8,303.1491,301.8863,2.67E-06,5.21E-07,100860.74,5,0
248,11-05-24,18.8,72.8,302.78775,301.942,5.72E-07,5.56E-08,100927.9,5,0
249,11-05-24,19.05,72.8,303.49197,302.21872,1.14E-06,7.94E-08,100919.93,5,0
272,12-05-24,18.8,72.8,302.9334,302.09344,5.93E-05,8.72E-06,100940.5,5,0
273,12-05-24,19.05,72.8,303.4322,302.28525,0.000103918,1.76E-05,100935.16,5,0
296,13-05-24,18.8,72.8,303.29288,302.31168,0.000629619,4.84E-05,100871.1,5,0
